rodada,seed,metodo,documento,pergunta,resposta_esperada,resposta_gerada,rouge1,rouge2,rougeL,rougeLsum,bleu,bertscore_precision,bertscore_recall,bertscore_f1,f1_token,exact_match,latencia_segundos,n_fontes
1,43,dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Em que ano o Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas foi criado no Campus de Picos?,O Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas foi criado no Campus de Picos em 2013.,O Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas foi criado no Campus de Picos em 2013.,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,1.0,3.7981,4
1,43,dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a unidade de oferta do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas descrita no PPC?,A unidade de oferta do curso é o Campus Teresina Central.,A unidade da oferta do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas é o Campus Teresina Central.,0.6666666666666666,0.42857142857142855,0.6,0.6,0.28320384389628495,0.8714810013771057,0.9715954065322876,0.9188191294670105,0.7333333333333334,0.0,3.4666,4
1,43,dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a carga horária total do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,A carga horária total do curso é de 2100 horas.,A carga horária total do Curso Superior de Tecnologia em Sistemas para Internet é de 2.100 horas.,0.6428571428571429,0.46153846153846156,0.6428571428571429,0.6428571428571429,0.25772294506990867,0.8713124394416809,0.9634993672370911,0.915090024471283,0.6666666666666667,0.0,3.5462,4
1,43,dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Quantas vagas por ano são ofertadas no Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,O curso oferta 40 vagas por ano.,O Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas oferece 40 vagas por ano no turno vespertino.,0.4444444444444444,0.32,0.4444444444444444,0.4444444444444444,0.1326475916741222,0.8291540145874023,0.955398440361023,0.8878107666969299,0.48,0.0,3.5638,4
1,43,dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a carga horária total do curso Escola da Terra?,A carga horária total do curso Escola da Terra é de 180 horas.,A carga horária total do curso Escola da Terra é de 180 horas.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5108,4
1,43,dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a meta física do curso Escola da Terra em número de vagas?,A meta física do curso Escola da Terra é de 120 vagas.,A meta física do curso Escola da Terra é de 120 vagas para professoras e coordenadoras pedagógicas de turmas multisseriadas.,0.7272727272727273,0.7096774193548387,0.7272727272727273,0.7272727272727273,0.5471114295717522,0.8801493048667908,0.9877628684043884,0.9308561682701111,0.7741935483870968,0.0,4.131,4
1,43,dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quando está previsto o início do curso Escola da Terra?,O início do curso Escola da Terra está previsto para março de 2025.,O Curso de Especialização Escola da Terra está previsto para iniciar no primeiro semestre de 2025.,0.6875,0.39999999999999997,0.625,0.625,0.36821398145189993,0.9271272420883179,0.9493149518966675,0.9380899667739868,0.7142857142857142,0.0,3.727,4
1,43,dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quem é o coordenador do curso Escola da Terra?,O coordenador do curso Escola da Terra é Gilson Mendes Araújo.,O coordenador do Curso Escola da Terra é Emanuel Alcântara da Silva.,0.6086956521739131,0.5714285714285713,0.6086956521739131,0.6086956521739131,0.2891784933232572,0.9072921872138977,0.9519469141960144,0.9290832877159119,0.7272727272727273,0.0,3.0922,4
1,43,dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Para qual exercício foi prorrogada a vigência do PDTIC-2022/2024 do IFPI?,A vigência do PDTIC-2022/2024 foi prorrogada para o exercício de 2025.,"O Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022/2024) do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) foi prorrogado para o exercício de 2025.",0.48000000000000004,0.2916666666666667,0.4,0.4,0.1690653646485627,0.8415287733078003,0.9482990503311157,0.8917292952537537,0.5405405405405406,0.0,5.2692,4
1,43,dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Qual resolução foi revogada pela Resolução Normativa nº 236 de 2025?,"Foi revogada a Resolução Normativa nº 133/2022 - CONSELHO SUPERIOR, de 29 de abril de 2022.",A Resolução Normativa nº 236 de 2025 revogou a Resolução NormaAva nº 206/2024 do Conselho Superior.,0.4444444444444444,0.29411764705882354,0.3888888888888889,0.3888888888888889,0.0,0.906457781791687,0.8535228967666626,0.8791942596435547,0.5185185185185186,0.0,4.7362,4
